"TAXA_ID","RANK_ID","RANK","TREE","NAME","FAMILY","GENUS","SPECIES","INFRASPECIES_RANK","INFRASPECIES","AUTHOR","ACCEPTED","DOUBTFUL_EXCLUDED_OR_OTHER","VOLUME_ID","VOLUME","VOLUME_REFERENCE","ABIF03_PNID","NSL_ID","NSL_INSTANCE_URI","CREATED_AT","CREATED_BY","UPDATED_AT","UPDATED_BY","URL_NAME"
1091,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. richardsii","Acacia richardsii","Mimosaceae","Acacia ","richardsii","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41719,567252,"https://biodiversity.org.au/boa/instance/apni/567252",30/JUL/10,"FOA",,"","Acacia%20richardsii"
1092,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ridleyana","Acacia ridleyana","Mimosaceae","Acacia ","ridleyana","","","W.Fitzg.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41498,567032,"https://biodiversity.org.au/boa/instance/apni/567032",30/JUL/10,"FOA",,"","Acacia%20ridleyana"
1093,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rigens","Acacia rigens","Mimosaceae","Acacia ","rigens","","","A.Cunn. ex G.Don","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41542,567075,"https://biodiversity.org.au/boa/instance/apni/567075",30/JUL/10,"FOA",,"","Acacia%20rigens"
1094,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rigescens","Acacia rigescens","Mimosaceae","Acacia ","rigescens","","","Tindale & Bedward","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41686,567219,"https://biodiversity.org.au/boa/instance/apni/567219",30/JUL/10,"FOA",,"","Acacia%20rigescens"
1095,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rigida","Acacia rigida","Mimosaceae","Acacia ","rigida","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41237,565262,"https://biodiversity.org.au/boa/instance/apni/565262",30/JUL/10,"FOA",,"","Acacia%20rigida"
1096,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rivalis","Acacia rivalis","Mimosaceae","Acacia ","rivalis","","","J.M.Black","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40936,564932,"https://biodiversity.org.au/boa/instance/apni/564932",30/JUL/10,"FOA",,"","Acacia%20rivalis"
1097,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. robiniae","Acacia robiniae","Mimosaceae","Acacia ","robiniae","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41218,,"",30/JUL/10,"FOA",23/FEB/15,"hthompson","Acacia%20robiniae"
1098,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rossei","Acacia rossei","Mimosaceae","Acacia ","rossei","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41160,565186,"https://biodiversity.org.au/boa/instance/apni/565186",30/JUL/10,"FOA",,"","Acacia%20rossei"
1099,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rostellata","Acacia rostellata","Mimosaceae","Acacia ","rostellata","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41203,565230,"https://biodiversity.org.au/boa/instance/apni/565230",30/JUL/10,"FOA",,"","Acacia%20rostellata"
1100,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rostellifera","Acacia rostellifera","Mimosaceae","Acacia ","rostellifera","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41090,565097,"https://biodiversity.org.au/boa/instance/apni/565097",30/JUL/10,"FOA",,"","Acacia%20rostellifera"
1101,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rothii","Acacia rothii","Mimosaceae","Acacia ","rothii","","","F.M.Bailey","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41622,567162,"https://biodiversity.org.au/boa/instance/apni/567162",30/JUL/10,"FOA",,"","Acacia%20rothii"
1102,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. roycei","Acacia roycei","Mimosaceae","Acacia ","roycei","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41541,567074,"https://biodiversity.org.au/boa/instance/apni/567074",30/JUL/10,"FOA",,"","Acacia%20roycei"
1103,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rubida","Acacia rubida","Mimosaceae","Acacia ","rubida","","","A.Cunn.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40919,564915,"https://biodiversity.org.au/boa/instance/apni/564915",30/JUL/10,"FOA",,"","Acacia%20rubida"
1104,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rubricaulis","Acacia rubricaulis","Mimosaceae","Acacia ","rubricaulis","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42070,613320,"https://biodiversity.org.au/boa/instance/apni/613320",30/JUL/10,"FOA",21/JUN/12,"brucem","Acacia%20rubricaulis"
1105,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rubricola","Acacia rubricola","Mimosaceae","Acacia ","rubricola","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42071,606940,"https://biodiversity.org.au/boa/instance/apni/606940",30/JUL/10,"FOA",21/JUN/12,"brucem","Acacia%20rubricola"
1106,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rupicola","Acacia rupicola","Mimosaceae","Acacia ","rupicola","","","F.Muell. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41176,565202,"https://biodiversity.org.au/boa/instance/apni/565202",30/JUL/10,"FOA",,"","Acacia%20rupicola"
1107,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ruppii","Acacia ruppii","Mimosaceae","Acacia ","ruppii","","","Maiden & Betche","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41013,565017,"https://biodiversity.org.au/boa/instance/apni/565017",30/JUL/10,"FOA",12/JUN/12,"brucem","Acacia%20ruppii"
1108,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ryaniana","Acacia ryaniana","Mimosaceae","Acacia ","ryaniana","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41064,565069,"https://biodiversity.org.au/boa/instance/apni/565069",30/JUL/10,"FOA",,"","Acacia%20ryaniana"
1109,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sabulosa","Acacia sabulosa","Mimosaceae","Acacia ","sabulosa","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41148,565174,"https://biodiversity.org.au/boa/instance/apni/565174",30/JUL/10,"FOA",,"","Acacia%20sabulosa"
1110,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. saliciformis","Acacia saliciformis","Mimosaceae","Acacia ","saliciformis","","","Tindale","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40911,564907,"https://biodiversity.org.au/boa/instance/apni/564907",30/JUL/10,"FOA",,"","Acacia%20saliciformis"
1111,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. salicina","Acacia salicina","Mimosaceae","Acacia ","salicina","","","Lindl.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41081,565084,"https://biodiversity.org.au/boa/instance/apni/565084",30/JUL/10,"FOA",,"","Acacia%20salicina"
1112,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. saligna","Acacia saligna","Mimosaceae","Acacia ","saligna","","","(Labill.) H.L.Wendl.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41099,565108,"https://biodiversity.org.au/boa/instance/apni/565108",30/JUL/10,"FOA",21/JAN/14,"brucem","Acacia%20saligna"
1113,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. saxatilis","Acacia saxatilis","Mimosaceae","Acacia ","saxatilis","","","S.Moore","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41321,565427,"https://biodiversity.org.au/boa/instance/apni/565427",30/JUL/10,"FOA",,"","Acacia%20saxatilis"
1114,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. saxicola","Acacia saxicola","Mimosaceae","Acacia ","saxicola","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41174,565200,"https://biodiversity.org.au/boa/instance/apni/565200",30/JUL/10,"FOA",,"","Acacia%20saxicola"
1115,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. scabra","Acacia scabra","Mimosaceae","Acacia ","scabra","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42072,606949,"https://biodiversity.org.au/boa/instance/apni/606949",30/JUL/10,"FOA",21/JUN/12,"brucem","Acacia%20scabra"
1116,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. scalena","Acacia scalena","Mimosaceae","Acacia ","scalena","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41183,565209,"https://biodiversity.org.au/boa/instance/apni/565209",30/JUL/10,"FOA",,"","Acacia%20scalena"
1117,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. scalpelliformis","Acacia scalpelliformis","Mimosaceae","Acacia ","scalpelliformis","","","Meisn.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41141,565168,"https://biodiversity.org.au/boa/instance/apni/565168",30/JUL/10,"FOA",,"","Acacia%20scalpelliformis"
1118,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. schinoides","Acacia schinoides","Mimosaceae","Acacia ","schinoides","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40856,564855,"https://biodiversity.org.au/boa/instance/apni/564855",30/JUL/10,"FOA",,"","Acacia%20schinoides"
1119,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sciophanes","Acacia sciophanes","Mimosaceae","Acacia ","sciophanes","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41920,567430,"https://biodiversity.org.au/boa/instance/apni/567430",30/JUL/10,"FOA",,"","Acacia%20sciophanes"
1120,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. scirpifolia","Acacia scirpifolia","Mimosaceae","Acacia ","scirpifolia","","","Meisn.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41100,565110,"https://biodiversity.org.au/boa/instance/apni/565110",30/JUL/10,"FOA",,"","Acacia%20scirpifolia"
1121,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. scleroclada","Acacia scleroclada","Mimosaceae","Acacia ","scleroclada","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41111,565128,"https://biodiversity.org.au/boa/instance/apni/565128",30/JUL/10,"FOA",,"","Acacia%20scleroclada"
1122,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sclerophylla","Acacia sclerophylla","Mimosaceae","Acacia ","sclerophylla","","","Lindl.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41400,565506,"https://biodiversity.org.au/boa/instance/apni/565506",30/JUL/10,"FOA",,"","Acacia%20sclerophylla"
1123,19,"var."," fam. Mimosaceae | gen. Acacia | var. longifolia","Acacia sclerophylla var. longifolia","Mimosaceae","Acacia ","","var.","longifolia","Benth.","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42150,567593,"https://biodiversity.org.au/boa/instance/apni/567593",30/JUL/10,"FOA",,"","Acacia%20sclerophylla%20var.%20longifolia"
1124,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sclerophylla | var. pilosa","Acacia sclerophylla var. pilosa","Mimosaceae","Acacia ","sclerophylla ","var.","pilosa","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41402,565508,"https://biodiversity.org.au/boa/instance/apni/565508",30/JUL/10,"FOA",,"","Acacia%20sclerophylla%20var.%20pilosa"
1125,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sclerophylla | var. sclerophylla","Acacia sclerophylla var. sclerophylla","Mimosaceae","Acacia ","sclerophylla ","var.","sclerophylla","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41401,565507,"https://biodiversity.org.au/boa/instance/apni/565507",30/JUL/10,"FOA",,"","Acacia%20sclerophylla%20var.%20sclerophylla"
1126,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sclerophylla | var. teretiuscula","Acacia sclerophylla var. teretiuscula","Mimosaceae","Acacia ","sclerophylla ","var.","teretiuscula","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41403,565509,"https://biodiversity.org.au/boa/instance/apni/565509",30/JUL/10,"FOA",,"","Acacia%20sclerophylla%20var.%20teretiuscula"
1127,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sclerosperma","Acacia sclerosperma","Mimosaceae","Acacia ","sclerosperma","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41084,565088,"https://biodiversity.org.au/boa/instance/apni/565088",30/JUL/10,"FOA",,"","Acacia%20sclerosperma"
1128,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sclerosperma | subsp. glaucescens","Acacia sclerosperma subsp. glaucescens","Mimosaceae","Acacia ","sclerosperma ","subsp.","glaucescens","A.R.Chapm. & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41086,565090,"https://biodiversity.org.au/boa/instance/apni/565090",30/JUL/10,"FOA",,"","Acacia%20sclerosperma%20subsp.%20glaucescens"
1129,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sclerosperma | subsp. sclerosperma","Acacia sclerosperma subsp. sclerosperma","Mimosaceae","Acacia ","sclerosperma ","subsp.","sclerosperma","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41085,565089,"https://biodiversity.org.au/boa/instance/apni/565089",30/JUL/10,"FOA",,"","Acacia%20sclerosperma%20subsp.%20sclerosperma"
1130,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. scopulorum","Acacia scopulorum","Mimosaceae","Acacia ","scopulorum","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41695,567228,"https://biodiversity.org.au/boa/instance/apni/567228",30/JUL/10,"FOA",,"","Acacia%20scopulorum"
1131,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. seclusa","Acacia seclusa","Mimosaceae","Acacia ","seclusa","","","M.W.McDonald","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42073,708086,"https://biodiversity.org.au/boa/instance/apni/708086",30/JUL/10,"FOA",21/JUN/12,"brucem","Acacia%20seclusa"
1132,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sedifolia","Acacia sedifolia","Mimosaceae","Acacia ","sedifolia","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41162,565188,"https://biodiversity.org.au/boa/instance/apni/565188",30/JUL/10,"FOA",,"","Acacia%20sedifolia"
1133,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sedifolia | subsp. pulvinata","Acacia sedifolia subsp. pulvinata","Mimosaceae","Acacia ","sedifolia ","subsp.","pulvinata","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41164,565190,"https://biodiversity.org.au/boa/instance/apni/565190",30/JUL/10,"FOA",,"","Acacia%20sedifolia%20subsp.%20pulvinata"
1134,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. sedifolia | subsp. sedifolia","Acacia sedifolia subsp. sedifolia","Mimosaceae","Acacia ","sedifolia ","subsp.","sedifolia","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41163,565189,"https://biodiversity.org.au/boa/instance/apni/565189",30/JUL/10,"FOA",,"","Acacia%20sedifolia%20subsp.%20sedifolia"
1135,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. semiaurea","Acacia semiaurea","Mimosaceae","Acacia ","semiaurea","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42152,567595,"https://biodiversity.org.au/boa/instance/apni/567595",30/JUL/10,"FOA",21/JUN/12,"brucem","Acacia%20semiaurea"
